tag{3}	id	type	effect	EnchantMeshShow	R1_ench1	G1_ench1	B1_ench1	R2_ench1	G2_ench1	B2_ench1	Opacity_ench1	R1_ench2	G1_ench2	B1_ench2	R2_ench2	G2_ench2	B2_ench2	Opacity_ench2	R1_ench3	G1_ench3	B1_ench3	R2_ench3	G2_ench3	B2_ench3	Opacity_ench3	R1_ench4	G1_ench4	B1_ench4	R2_ench4	G2_ench4	B2_ench4	Opacity_ench4	R1_ench5	G1_ench5	B1_ench5	R2_ench5	G2_ench5	B2_ench5	Opacity_ench5	R1_ench6	G1_ench6	B1_ench6	R2_ench6	G2_ench6	B2_ench6	Opacity_ench6	R1_ench7	G1_ench7	B1_ench7	R2_ench7	G2_ench7	B2_ench7	Opacity_ench7	R1_ench8	G1_ench8	B1_ench8	R2_ench8	G2_ench8	B2_ench8	Opacity_ench8	R1_ench9	G1_ench9	B1_ench9	R2_ench9	G2_ench9	B2_ench9	Opacity_ench9	R1_ench10	G1_ench10	B1_ench10	R2_ench10	G2_ench10	B2_ench10	Opacity_ench10	R1_ench11	G1_ench11	B1_ench11	R2_ench11	G2_ench11	B2_ench11	Opacity_ench11	R1_ench12	G1_ench12	B1_ench12	R2_ench12	G2_ench12	B2_ench12	Opacity_ench12	R1_ench13	G1_ench13	B1_ench13	R2_ench13	G2_ench13	B2_ench13	Opacity_ench13	R1_ench14	G1_ench14	B1_ench14	R2_ench14	G2_ench14	B2_ench14	Opacity_ench14	R1_ench15	G1_ench15	B1_ench15	R2_ench15	G2_ench15	B2_ench15	Opacity_ench15	R1_ench16	G1_ench16	B1_ench16	R2_ench16	G2_ench16	B2_ench16	Opacity_ench16	R1_ench17	G1_ench17	B1_ench17	R2_ench17	G2_ench17	B2_ench17	Opacity_ench17	R1_ench18	G1_ench18	B1_ench18	R2_ench18	G2_ench18	B2_ench18	Opacity_ench18	R1_ench19	G1_ench19	B1_ench19	R2_ench19	G2_ench19	B2_ench19	Opacity_ench19	R1_ench20	G1_ench20	B1_ench20	R2_ench20	G2_ench20	B2_ench20	Opacity_ench20	EnchantEffectShow	num_ench[0]	num_ench[1]	num_ench[2]	num_ench[3]	num_ench[4]	num_ench[5]	num_ench[6]	num_ench[7]	num_ench[8]	num_ench[9]	num_ench[10]	num_ench[11]	num_ench[12]	num_ench[13]	num_ench[14]	num_ench[15]	num_ench[16]	num_ench[17]	num_ench[18]	num_ench[19]	effect2	unk_1	effect3	unk_2	R1_ench1	G1_ench1	B1_ench1	R2_ench1	G2_ench1	B2_ench1	Opacity_ench1	R1_ench2	G1_ench2	B1_ench2	R2_ench2	G2_ench2	B2_ench2	Opacity_ench2	R1_ench3	G1_ench3	B1_ench3	R2_ench3	G2_ench3	B2_ench3	Opacity_ench3	R1_ench4	G1_ench4	B1_ench4	R2_ench4	G2_ench4	B2_ench4	Opacity_ench4	R1_ench5	G1_ench5	B1_ench5	R2_ench5	G2_ench5	B2_ench5	Opacity_ench5	R1_ench6	G1_ench6	B1_ench6	R2_ench6	G2_ench6	B2_ench6	Opacity_ench6	R1_ench7	G1_ench7	B1_ench7	R2_ench7	G2_ench7	B2_ench7	Opacity_ench7	R1_ench8	G1_ench8	B1_ench8	R2_ench8	G2_ench8	B2_ench8	Opacity_ench8	R1_ench9	G1_ench9	B1_ench9	R2_ench9	G2_ench9	B2_ench9	Opacity_ench9	R1_ench10	G1_ench10	B1_ench10	R2_ench10	G2_ench10	B2_ench10	Opacity_ench10	R1_ench11	G1_ench11	B1_ench11	R2_ench11	G2_ench11	B2_ench11	Opacity_ench11	R1_ench12	G1_ench12	B1_ench12	R2_ench12	G2_ench12	B2_ench12	Opacity_ench12	R1_ench13	G1_ench13	B1_ench13	R2_ench13	G2_ench13	B2_ench13	Opacity_ench13	R1_ench14	G1_ench14	B1_ench14	R2_ench14	G2_ench14	B2_ench14	Opacity_ench14	R1_ench15	G1_ench15	B1_ench15	R2_ench15	G2_ench15	B2_ench15	Opacity_ench15	R1_ench16	G1_ench16	B1_ench16	R2_ench16	G2_ench16	B2_ench16	Opacity_ench16	R1_ench17	G1_ench17	B1_ench17	R2_ench17	G2_ench17	B2_ench17	Opacity_ench17	R1_ench18	G1_ench18	B1_ench18	R2_ench18	G2_ench18	B2_ench18	Opacity_ench18	R1_ench19	G1_ench19	B1_ench19	R2_ench19	G2_ench19	B2_ench19	Opacity_ench19	R1_ench20	G1_ench20	B1_ench20	R2_ench20	G2_ench20	B2_ench20	Opacity_ench20
0	0	a,none\0	a,LineageEffect.enchant_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	30	80	135	20	60	120	1.00000000	20	70	145	10	50	130	1.00000000	10	60	160	0	45	140	1.00000000	0	50	180	0	44	155	1.00000000	0	40	200	0	43	170	1.00000000	0	30	220	0	42	185	1.00000000	0	30	240	0	41	200	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	7	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.30000001	0.60000002	0.69999999	0.80000001	0.89999998	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	9999	a,LineageEffect.enchant_ringfx\0	9999	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
0	0	a,d\0	a,LineageEffect.enchant_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	30	80	135	20	60	120	1.00000000	20	70	145	10	50	130	1.00000000	10	60	160	0	45	140	1.00000000	0	50	180	0	44	155	1.00000000	0	40	200	0	43	170	1.00000000	0	30	220	0	42	185	1.00000000	0	30	240	0	41	200	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	7	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.30000001	0.60000002	0.69999999	0.80000001	0.89999998	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	9999	a,LineageEffect.enchant_ringfx\0	9999	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
0	0	a,c\0	a,LineageEffect.enchant_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	30	80	135	20	60	120	1.00000000	20	70	145	10	50	130	1.00000000	10	60	160	0	45	140	1.00000000	0	50	180	0	44	155	1.00000000	0	40	200	0	43	170	1.00000000	0	30	220	0	42	185	1.00000000	0	30	240	0	41	200	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	7	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.30000001	0.60000002	0.69999999	0.80000001	0.89999998	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	9999	a,LineageEffect.enchant_ringfx\0	9999	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
0	0	a,b\0	a,LineageEffect.enchant_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	30	80	135	20	60	120	1.00000000	20	70	145	10	50	130	1.00000000	10	60	160	0	45	140	1.00000000	0	50	180	0	44	155	1.00000000	0	40	200	0	43	170	1.00000000	0	30	220	0	42	185	1.00000000	0	30	240	0	41	200	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	7	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.30000001	0.60000002	0.69999999	0.80000001	0.89999998	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	9999	a,LineageEffect.enchant_ringfx\0	9999	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
0	0	a,a\0	a,LineageEffect.enchant_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	30	80	135	20	60	120	1.00000000	20	70	145	10	50	130	1.00000000	10	60	160	0	45	140	1.00000000	0	50	180	0	44	155	1.00000000	0	40	200	0	43	170	1.00000000	0	30	220	0	42	185	1.00000000	0	30	240	0	41	200	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	7	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.30000001	0.60000002	0.69999999	0.80000001	0.89999998	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	9999	a,LineageEffect.enchant_ringfx\0	9999	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
0	0	a,s\0	a,LineageEffect.enchant_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	30	80	135	20	60	120	1.00000000	20	70	145	10	50	130	1.00000000	10	60	160	0	45	140	1.00000000	0	50	180	0	44	155	1.00000000	0	40	200	0	43	170	1.00000000	0	30	220	0	42	185	1.00000000	0	30	240	0	41	200	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	7	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.30000001	0.60000002	0.69999999	0.80000001	0.89999998	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	9999	a,LineageEffect.enchant_ringfx\0	9999	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
0	0	a,r\0	a,LineageEffect.enchant2_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	20	70	145	10	50	130	1.00000000	0	50	180	0	44	155	1.00000000	0	30	220	0	42	185	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	230	0	0	195	0	0	1.00000000	240	0	0	195	0	0	1.00000000	250	0	0	195	0	0	1.00000000	255	0	0	195	0	0	1.00000000	4	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.10000000	0.30000001	0.60000002	0.69999999	0.80000001	0.89999998	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	7	a,LineageEffect.enchant_ringfx\0	12	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
0	10	a,d\0	a,LineageEffect.enchant_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	30	80	135	20	60	120	1.00000000	20	70	145	10	50	130	1.00000000	10	60	160	0	45	140	1.00000000	0	50	180	0	44	155	1.00000000	0	40	200	0	43	170	1.00000000	0	30	220	0	42	185	1.00000000	0	30	240	0	41	200	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	7	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	9999	a,LineageEffect.enchant_ringfx\0	9999	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
0	10	a,c\0	a,LineageEffect.enchant_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	30	80	135	20	60	120	1.00000000	20	70	145	10	50	130	1.00000000	10	60	160	0	45	140	1.00000000	0	50	180	0	44	155	1.00000000	0	40	200	0	43	170	1.00000000	0	30	220	0	42	185	1.00000000	0	30	240	0	41	200	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	7	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	9999	a,LineageEffect.enchant_ringfx\0	9999	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
0	10	a,b\0	a,LineageEffect.enchant_radiance\0	4	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	0	10	20	0	0	30	0.10000000	30	30	40	20	20	30	1.00000000	35	45	60	25	35	50	1.00000000	35	65	90	25	55	75	1.00000000	40	87	126	30	70	110	1.00000000	30	80	135	20	60	120	1.00000000	20	70	145	10	50	130	1.00000000	10	60	160	0	45	140	1.00000000	0	50	180	0	44	155	1.00000000	0	40	200	0	43	170	1.00000000	0	30	220	0	42	185	1.00000000	0	30	240	0	41	200	1.00000000	0	30	255	0	40	215	1.00000000	160	20	20	130	10	0	1.00000000	180	10	10	140	0	0	1.00000000	200	0	0	180	0	0	1.00000000	210	0	0	188	0	0	1.00000000	220	0	0	195	0	0	1.00000000	7	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	1.00000000	a,LineageEffect.enchant_particle\0	9999	a,LineageEffect.enchant_ringfx\0	9999	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	0	10	20	0	0	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	50	60	70	60	70	80	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	34	34	44	24	24	33	1.00000000	39	80	87	25	27	38	1.00000000	31	42	47	23	27	33	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000	30	30	40	20	20	30	1.00000000
